name,year,selling_price,fuel,km_driven,seller_type,transmission,owner,seats,engine_value,max_power_value,mileage_value
Mahindra Bolero 2011-2019 SLE,2019,670000,Diesel,53534,Individual,Manual,First Owner,7,2523,62.10,15.96
Ford Freestyle Titanium Diesel BSIV,2019,725000,Diesel,17000,Individual,Manual,First Owner,5,1498,98.63,24.40
Maruti Swift AMT ZDI,2019,740000,Diesel,38000,Individual,Automatic,First Owner,5,1248,74.00,28.40
Skoda Rapid 1.6 MPI Ambition BSIV,2019,725000,Petrol,25000,Individual,Manual,First Owner,5,1598,103.20,15.41
Hyundai Grand i10 1.2 CRDi Asta,2019,750000,Diesel,20000,Individual,Manual,First Owner,5,1186,73.97,24.00
Hyundai Elite i20 Petrol Asta Option,2019,750000,Petrol,30000,Individual,Manual,First Owner,5,1197,81.86,18.60
Maruti Swift Dzire AMT ZXI Plus,2019,750000,Petrol,6500,Individual,Automatic,First Owner,5,1197,81.80,21.21
Honda Jazz VX CVT,2019,750000,Petrol,3100,Individual,Automatic,First Owner,5,1199,88.70,18.20
Maruti Swift Dzire VDI,2019,750000,Diesel,24000,Individual,Manual,First Owner,5,1248,74.02,28.40
Mahindra Bolero Power Plus ZLX,2019,740000,Diesel,14000,Individual,Manual,First Owner,7,1493,70.00,16.50
Mahindra Bolero Power Plus SLE,2019,740000,Diesel,35000,Individual,Manual,First Owner,7,1493,70.00,16.50
Maruti Gypsy King Soft Top MPI BSIV,2019,750000,Petrol,9900,Individual,Manual,First Owner,8,1298,80.00,11.96
Maruti Swift Dzire VDI,2019,754000,Diesel,10000,Individual,Manual,First Owner,5,1248,74.02,28.40
Maruti Swift Dzire VDI,2019,757000,Diesel,25000,Individual,Manual,First Owner,5,1248,74.02,28.40
Maruti Baleno Alpha,2019,760000,Petrol,3000,Individual,Manual,First Owner,5,1197,81.80,21.01
Maruti Baleno RS 1.0 Petrol,2019,780000,Petrol,7200,Individual,Manual,First Owner,5,998,100.50,21.10
Maruti Swift Dzire VDI,2019,770000,Diesel,27000,Individual,Manual,First Owner,5,1248,74.02,28.40
Renault Triber RXZ,2019,786000,Petrol,7720,Individual,Manual,First Owner,7,999,71.00,20.00
Mahindra Bolero 2011-2019 SLE,2019,710000,Diesel,30000,Individual,Manual,First Owner,7,2523,62.10,15.96
Honda Amaze V CVT Petrol BSIV,2019,779000,Petrol,7032,Trustmark Dealer,Automatic,First Owner,5,1199,88.76,19.00
Hyundai i20 Asta Option 1.2,2019,785000,Petrol,9000,Dealer,Manual,First Owner,5,1197,81.83,18.60
Mahindra Bolero Pik-Up CBC 1.7T,2019,722000,Diesel,80000,Individual,Manual,First Owner,2,2523,70.00,0.00
Hyundai i20 Active S Petrol,2019,800000,Petrol,5000,Individual,Manual,First Owner,5,1197,81.86,17.19
Hyundai Elite i20 Asta Option BSIV,2019,800000,Petrol,35000,Individual,Manual,First Owner,5,1197,81.86,18.60
Toyota Glanza G CVT,2019,800000,Petrol,10000,Individual,Automatic,First Owner,5,1197,81.80,19.56
Ford Aspire Titanium BSIV,2019,800000,Petrol,33000,Dealer,Manual,First Owner,5,1194,94.93,19.40
Maruti Swift Dzire VDI,2019,800000,Diesel,35700,Dealer,Manual,First Owner,5,1248,74.02,28.40
Maruti Swift Dzire ZDI,2019,802999,Diesel,24000,Individual,Manual,First Owner,5,1248,74.02,28.40
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,800000,Diesel,30000,Individual,Manual,Third Owner,5,1498,98.96,23.00
Mahindra Bolero 2011-2019 SLX,2019,750000,Diesel,59872,Individual,Manual,First Owner,7,2523,62.10,15.96
Honda Amaze VX Diesel BSIV,2019,800000,Diesel,10000,Individual,Manual,First Owner,5,1498,98.63,27.40
Volkswagen Ameo 1.5 TDI Highline Plus,2019,800000,Diesel,25000,Individual,Manual,First Owner,5,1498,108.62,21.66
Hyundai Elite i20 Asta Option Diesel,2019,811000,Diesel,43000,Individual,Manual,First Owner,5,1396,88.76,22.54
Maruti Swift Dzire AMT VDI,2019,825000,Diesel,7673,Individual,Automatic,First Owner,5,1248,74.02,28.40
Honda Jazz VX CVT,2019,840000,Petrol,1500,Individual,Automatic,First Owner,5,1199,88.70,18.20
Hyundai Elite i20 Sportz Plus Diesel,2019,834000,Diesel,13000,Individual,Manual,First Owner,5,1396,88.76,22.54
Skoda Rapid 1.6 MPI AT Ambition BSIV,2019,835000,Petrol,10000,Individual,Automatic,First Owner,5,1598,103.20,14.84
Hyundai Elite i20 Asta Option Diesel,2019,850000,Diesel,10000,Individual,Manual,First Owner,5,1396,88.76,22.54
Maruti Vitara Brezza VDi AMT,2019,860000,Diesel,6500,Individual,Automatic,First Owner,5,1248,88.50,24.30
Maruti Vitara Brezza VDi AMT,2019,860000,Diesel,35000,Individual,Automatic,First Owner,5,1248,88.50,24.30
Mahindra Bolero Power Plus Plus AC BSIV PS,2019,800000,Diesel,2000,Individual,Manual,First Owner,9,2523,63.00,15.96
Nissan Kicks XL BSIV,2019,860000,Petrol,14317,Dealer,Manual,First Owner,5,1498,104.55,14.23
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2019,869999,Diesel,40000,Individual,Manual,First Owner,5,1498,98.96,23.00
Mahindra TUV 300 T6 Plus,2019,875000,Diesel,25000,Individual,Manual,First Owner,7,1493,100.00,18.49
Tata Tigor 2017-2020 XZ Plus Diesel,2019,900000,Diesel,8079,Dealer,Manual,First Owner,5,1047,69.00,24.70
Maruti Vitara Brezza ZDi,2019,890000,Diesel,9000,Individual,Manual,First Owner,5,1248,88.50,24.30
Toyota Glanza V CVT,2019,894999,Petrol,9654,Dealer,Automatic,First Owner,5,1197,81.80,19.56
Maruti Vitara Brezza ZDi,2019,892000,Diesel,10000,Individual,Manual,First Owner,5,1248,88.50,24.30
Ford EcoSport 1.5 Petrol Titanium BSIV,2019,885000,Petrol,10000,Individual,Manual,Second Owner,5,1497,121.31,17.00
Maruti Swift Dzire ZDI Plus,2019,900000,Diesel,20000,Individual,Manual,First Owner,5,1248,74.02,28.40
Maruti Vitara Brezza ZDi Plus,2019,900000,Diesel,40000,Individual,Manual,First Owner,5,1248,88.50,24.30
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2019,900000,Diesel,60000,Individual,Manual,First Owner,5,1248,88.50,25.10
Ford EcoSport 1.5 Diesel Trend BSIV,2019,900000,Diesel,35000,Individual,Manual,First Owner,5,1498,98.96,23.00
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,906000,Diesel,30000,Individual,Manual,First Owner,5,1498,98.96,23.00
Maruti Ertiga SHVS VDI,2019,925000,Diesel,50000,Dealer,Manual,First Owner,7,1248,88.50,24.52
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2019,930000,Diesel,15000,Individual,Manual,First Owner,5,1248,88.50,25.10
Mahindra Marazzo M2 BSIV,2019,925000,Diesel,40000,Individual,Manual,First Owner,7,1497,121.00,17.30
Mahindra Thar DI 4X4,2019,890000,Diesel,13000,Dealer,Manual,First Owner,7,2523,63.00,18.06
Hyundai Creta 1.4 E Plus,2019,950000,Diesel,15000,Individual,Manual,First Owner,5,1396,88.70,22.10
Mahindra XUV300 W8,2019,960000,Petrol,20000,Individual,Manual,First Owner,5,1197,108.60,17.00
Nissan Kicks XV BSIV,2019,950000,Petrol,11533,Trustmark Dealer,Manual,First Owner,5,1498,104.55,14.23
Ford Ecosport 1.5 Diesel Titanium,2019,950000,Diesel,16034,Dealer,Manual,First Owner,5,1498,98.96,21.70
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,950000,Diesel,20000,Individual,Manual,First Owner,5,1498,98.96,23.00
Mahindra XUV300 W6 Diesel BSIV,2019,950000,Diesel,17000,Individual,Manual,First Owner,5,1497,115.00,20.00
Hyundai Verna CRDi 1.4 EX,2019,960000,Diesel,20000,Individual,Manual,First Owner,5,1396,88.76,24.00
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,960000,Diesel,2600,Individual,Manual,First Owner,5,1498,98.96,23.00
Maruti Vitara Brezza ZDi Plus,2019,980000,Diesel,50000,Individual,Manual,First Owner,5,1248,88.50,24.30
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,975000,Diesel,30000,Individual,Manual,First Owner,5,1498,98.96,23.00
Mahindra Marazzo M2 8Str BSIV,2019,977000,Diesel,30000,Individual,Manual,First Owner,8,1497,121.00,17.30
Hyundai Creta 1.4 E Plus,2019,990000,Diesel,19600,Individual,Manual,First Owner,5,1396,88.70,22.10
Mahindra XUV300 W8 Option BSIV,2019,1000000,Petrol,22000,Individual,Manual,First Owner,5,1197,110.00,17.00
Hyundai Creta 1.4 EX Diesel,2019,1000000,Diesel,15000,Individual,Manual,First Owner,5,1396,88.70,22.10
Hyundai Verna VTVT 1.6 SX,2019,990000,Petrol,15000,Individual,Manual,First Owner,5,1591,121.30,17.00
Maruti XL6 Alpha,2019,1000000,Petrol,15000,Individual,Manual,First Owner,6,1462,103.20,19.01
Honda WR-V i-DTEC VX,2019,1000000,Diesel,72000,Individual,Manual,First Owner,5,1498,98.60,25.50
Mahindra Marazzo M2 8Str BSIV,2019,1000000,Diesel,17000,Dealer,Manual,First Owner,8,1497,121.00,17.30
Mahindra Thar CRDe,2019,950000,Diesel,15000,Individual,Manual,First Owner,6,2498,105.00,16.55
Maruti Vitara Brezza ZDi Plus AMT,2019,1025000,Diesel,9850,Individual,Automatic,First Owner,5,1248,88.50,24.30
Maruti Ciaz Alpha Diesel,2019,1025000,Diesel,32000,Individual,Manual,First Owner,5,1248,88.50,28.09
Maruti Ciaz Delta Automatic BSIV,2019,1025000,Petrol,15000,Dealer,Automatic,First Owner,5,1462,103.25,20.28
Mahindra Thar CRDe ABS,2019,974000,Diesel,15000,Individual,Manual,First Owner,6,2498,105.00,16.55
Mahindra Thar CRDe,2019,975000,Diesel,12584,Dealer,Manual,First Owner,6,2498,105.00,16.55
Mahindra Scorpio S5 BSIV,2019,1000000,Diesel,60000,Individual,Manual,First Owner,7,2179,120.00,16.36
Maruti Ertiga ZDI Plus,2019,1050000,Diesel,20000,Individual,Manual,First Owner,7,1248,88.50,25.47
Maruti XL6 Alpha,2019,1040000,Petrol,1620,Individual,Manual,First Owner,6,1462,103.20,19.01
Hyundai Creta 1.4 CRDi S,2019,1050000,Diesel,27000,Individual,Manual,First Owner,5,1396,88.70,21.38
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,1050000,Diesel,26000,Dealer,Manual,First Owner,5,1498,98.96,23.00
Mahindra XUV300 W8 Option BSIV,2019,1090000,Petrol,16500,Dealer,Manual,First Owner,5,1197,110.00,17.00
Mahindra Marazzo M2 BSIV,2019,1075000,Diesel,23000,Dealer,Manual,First Owner,7,1497,121.00,17.30
Mahindra Marazzo M2 BSIV,2019,1075000,Diesel,8600,Dealer,Manual,First Owner,7,1497,121.00,17.30
Honda BRV i-DTEC V MT,2019,1100000,Diesel,50000,Individual,Manual,Second Owner,7,1498,98.60,21.90
Hyundai Venue SX Plus Turbo DCT BSIV,2019,1125000,Petrol,3500,Dealer,Automatic,First Owner,5,998,118.35,18.15
Hyundai Verna VTVT 1.6 SX Option,2019,1100000,Petrol,10000,Individual,Manual,First Owner,5,1591,121.30,17.00
Honda City i-DTEC VX,2019,1110000,Diesel,10500,Individual,Manual,First Owner,5,1498,97.90,25.60
Mahindra XUV300 W8 Option BSIV,2019,1132000,Petrol,20000,Individual,Manual,First Owner,5,1197,110.00,17.00
Hyundai Venue SX Plus Dual Tone Turbo DCT,2019,1150000,Petrol,2286,Trustmark Dealer,Automatic,First Owner,5,998,118.35,18.15
Tata Nexon 1.5 Revotorq XZA Plus,2019,1140000,Diesel,10000,Individual,Automatic,First Owner,5,1497,108.50,21.50
Ford EcoSport S Diesel BSIV,2019,1145000,Diesel,20000,Individual,Manual,First Owner,5,1498,98.96,23.00
Hyundai Verna VTVT 1.6 SX Option,2019,1149000,Petrol,5000,Individual,Manual,First Owner,5,1591,121.30,17.00
Hyundai Creta 1.6 SX Option,2019,1150000,Petrol,31000,Dealer,Manual,First Owner,5,1591,121.30,15.80
Maruti Ertiga ZDI Plus,2019,1200000,Diesel,14000,Individual,Manual,First Owner,7,1248,88.50,25.47
Nissan Kicks XV D BSIV,2019,1200000,Diesel,23000,Individual,Manual,First Owner,5,1461,108.50,20.45
Honda City i-DTEC V,2019,1200000,Diesel,40000,Individual,Manual,First Owner,5,1498,97.90,25.60
Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,Diesel,25000,Individual,Manual,First Owner,5,1497,115.00,20.00
Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,Diesel,15000,Individual,Manual,First Owner,5,1497,115.00,20.00
Hyundai Verna CRDi 1.6 SX Option,2019,1200000,Diesel,40000,Individual,Manual,First Owner,5,1582,126.20,22.00
Hyundai Verna CRDi 1.6 AT SX Option,2019,1200000,Diesel,20000,Individual,Automatic,First Owner,5,1582,126.20,22.00
Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,2019,1225000,Diesel,6544,Individual,Manual,First Owner,5,1497,115.00,20.00
Honda City i-VTEC CVT ZX,2019,1227000,Petrol,5000,Individual,Automatic,First Owner,5,1497,117.60,18.00
Hyundai Verna VTVT 1.6 AT SX Option,2019,1270000,Petrol,20000,Individual,Automatic,First Owner,5,1591,121.30,17.00
Tata Hexa XE,2019,1250000,Diesel,15000,Individual,Manual,First Owner,7,2179,147.94,17.60
Tata Safari Storme VX Varicor 400,2019,1250000,Diesel,100000,Individual,Manual,First Owner,7,2179,153.86,14.10
Honda City VX CVT,2019,1300000,Petrol,20000,Individual,Automatic,First Owner,5,1497,117.60,17.40
Mahindra Marazzo M6 8Str,2019,1300000,Diesel,40000,Individual,Manual,First Owner,8,1497,121.00,17.30
Mahindra Scorpio S7 120,2019,1300000,Diesel,20000,Individual,Manual,First Owner,7,2179,120.00,16.36
Maruti Omni E MPI STD BS IV,2018,200000,Petrol,25000,Individual,Manual,First Owner,8,796,34.20,16.80
Datsun RediGO T Option,2018,217000,Petrol,25000,Individual,Manual,First Owner,5,799,53.64,22.70
Maruti Omni E MPI STD BS IV,2018,220000,Petrol,10000,Individual,Manual,First Owner,8,796,34.20,16.80
Tata Nano XTA,2018,250000,Petrol,55000,Dealer,Automatic,First Owner,4,624,37.48,21.90
Datsun RediGO T Option,2018,250000,Petrol,10000,Individual,Manual,First Owner,5,799,53.64,22.70
Maruti Omni E MPI STD BS IV,2018,254999,Petrol,25000,Individual,Manual,First Owner,8,796,34.20,16.80
Maruti Omni E MPI STD BS IV,2018,260000,Petrol,30000,Individual,Manual,First Owner,8,796,34.20,16.80
Maruti Alto 800 LXI,2018,270000,Petrol,20000,Individual,Manual,First Owner,5,796,47.30,24.70
Renault KWID 1.0 RXL,2018,260000,Petrol,50000,Individual,Manual,First Owner,5,999,67.00,23.01
Datsun RediGO S,2018,280000,Petrol,50000,Individual,Manual,First Owner,5,799,53.64,22.70
Tata Indica V2 eLS,2018,250000,Diesel,110000,Individual,Manual,First Owner,5,1396,69.00,25.00
Maruti Alto 800 VXI,2018,285000,Petrol,22000,Individual,Manual,First Owner,5,796,47.30,24.70
Datsun RediGO AMT 1.0 S,2018,275000,Petrol,20000,Individual,Automatic,First Owner,5,999,67.00,23.00
Renault KWID 1.0 RXL,2018,275000,Petrol,20000,Individual,Manual,First Owner,5,999,67.00,23.01
Maruti Alto 800 VXI,2018,295000,Petrol,20000,Individual,Manual,First Owner,5,796,47.30,24.70
Maruti Alto 800 VXI,2018,300000,Petrol,15000,Individual,Manual,Second Owner,5,796,47.30,24.70
Maruti Alto 800 LXI,2018,300000,Petrol,30000,Individual,Manual,First Owner,5,796,47.30,24.70
Hyundai EON Era Plus,2018,299000,Petrol,33000,Individual,Manual,First Owner,5,814,55.20,21.10
Maruti Alto 800 LXI,2018,308000,Petrol,15000,Individual,Manual,First Owner,5,796,47.30,24.70
Maruti Alto 800 VXI,2018,310000,Petrol,10000,Individual,Manual,First Owner,5,796,47.30,24.70
Maruti Alto 800 LXI,2018,310000,Petrol,30000,Individual,Manual,First Owner,5,796,47.30,24.70
Maruti Alto 800 LXI,2018,310000,Petrol,13000,Individual,Manual,First Owner,5,796,47.30,24.70
Maruti Alto 800 LXI Optional,2018,310000,Petrol,20000,Individual,Manual,First Owner,5,796,47.30,24.70
Datsun RediGO 1.0 S,2018,300000,Petrol,19000,Individual,Manual,First Owner,5,999,67.00,22.50
Datsun RediGO 1.0 S,2018,300000,Petrol,7000,Individual,Manual,First Owner,5,999,67.00,22.50
Maruti Alto 800 VXI,2018,320000,Petrol,15000,Individual,Manual,First Owner,5,796,47.30,24.70
Datsun RediGO 1.0 S,2018,310000,Petrol,7000,Individual,Manual,First Owner,5,999,67.00,22.50
Hyundai EON Magna Plus,2018,325000,Petrol,10000,Individual,Manual,First Owner,5,814,55.20,21.10
Renault KWID AMT,2018,319000,Petrol,30000,Individual,Automatic,First Owner,5,999,67.00,24.04
Datsun RediGO 1.0 S,2018,320000,Petrol,35000,Individual,Manual,First Owner,5,999,67.00,22.50
Renault KWID 1.0 RXT Optional,2018,320000,Petrol,20000,Individual,Manual,First Owner,5,999,67.00,23.01
Renault KWID RXT,2018,335000,Petrol,30000,Individual,Manual,First Owner,5,799,53.30,25.17
Renault KWID RXT Optional,2018,340000,Petrol,10000,Individual,Manual,First Owner,5,799,53.30,25.17
Renault KWID RXL,2018,340000,Petrol,20000,Individual,Manual,First Owner,5,799,53.30,25.17
Hyundai EON 1.0 Era Plus,2018,330000,Petrol,70000,Individual,Manual,First Owner,5,998,68.05,20.30
Renault KWID 1.0 RXT Optional,2018,330000,Petrol,30000,Individual,Manual,First Owner,5,999,67.00,23.01
Tata Tiago 1.2 Revotron XE,2018,325000,Petrol,100000,Individual,Manual,First Owner,5,1199,84.00,23.84
Maruti Alto 800 LXI,2018,350000,Petrol,44000,Individual,Manual,First Owner,5,796,47.30,24.70
Maruti Alto 800 VXI Optional,2018,350000,Petrol,50000,Individual,Manual,First Owner,5,796,47.30,24.70
Renault KWID RXL,2018,350000,Petrol,40000,Individual,Manual,First Owner,5,799,53.30,25.17
Renault KWID RXT,2018,350000,Petrol,30000,Individual,Manual,First Owner,5,799,53.30,25.17
Renault KWID RXL,2018,350000,Petrol,25000,Individual,Manual,First Owner,5,799,53.30,25.17
Hyundai EON 1.0 Era Plus,2018,340000,Petrol,120000,Individual,Manual,First Owner,5,998,68.05,20.30
Hyundai EON Sportz,2018,350000,Petrol,25000,Individual,Manual,First Owner,5,814,55.20,21.10
Renault KWID RXT,2018,360000,Petrol,21900,Dealer,Manual,First Owner,5,799,53.26,20.71
Hyundai EON 1.0 Era Plus,2018,350000,Petrol,25000,Individual,Manual,First Owner,5,998,68.05,20.30
Hyundai EON 1.0 Kappa Magna Plus Optional,2018,350000,Petrol,10000,Individual,Manual,Second Owner,5,998,68.05,20.30
Maruti Alto K10 LXI,2018,350000,Petrol,10000,Individual,Manual,First Owner,5,998,67.05,23.95
Maruti Alto K10 VXI,2018,350000,Petrol,40000,Individual,Manual,First Owner,5,998,67.05,23.95
Renault KWID 1.0,2018,350000,Petrol,25000,Individual,Manual,First Owner,5,999,67.00,23.01
Renault KWID 1.0 RXT Optional,2018,350000,Petrol,30000,Individual,Manual,First Owner,5,999,67.00,23.01
Mahindra KUV 100 G80 K2,2018,340000,Petrol,51492,Individual,Manual,First Owner,6,1198,82.00,18.15
Tata Tiago 1.2 Revotron XT,2018,350000,Petrol,50000,Individual,Manual,First Owner,5,1199,84.00,23.84
Maruti Eeco 7 Seater Standard BSIV,2018,358000,Petrol,44000,Individual,Manual,First Owner,7,1196,73.00,15.37
Hyundai EON Sportz,2018,380000,Petrol,25000,Individual,Manual,First Owner,5,814,55.20,21.10
Maruti Alto K10 VXI,2018,375000,Petrol,11500,Individual,Manual,First Owner,5,998,67.05,23.95
Renault KWID RXL,2018,390000,Petrol,13000,Dealer,Manual,First Owner,5,799,53.26,20.71
Renault KWID RXT Optional,2018,390000,Petrol,13120,Individual,Manual,First Owner,5,799,53.30,25.17
Maruti Wagon R VXI Optional,2018,380000,Petrol,19000,Individual,Manual,First Owner,5,998,67.04,20.51
Renault KWID Climber 1.0 MT,2018,380000,Petrol,5000,Individual,Manual,First Owner,5,999,67.00,23.01
Renault KWID RXT Optional,2018,395000,Petrol,10800,Individual,Manual,First Owner,5,799,53.30,25.17
Maruti Celerio VXI MT BSIV,2018,385000,Petrol,50000,Individual,Manual,First Owner,5,998,67.04,23.10
Maruti Wagon R VXI Plus,2018,390000,Petrol,25000,Individual,Manual,Second Owner,5,998,67.04,20.51
Maruti Alto K10 VXI,2018,390000,Petrol,10300,Dealer,Manual,First Owner,5,998,67.05,23.95
Maruti Alto K10 VXI,2018,390000,Petrol,10000,Individual,Manual,First Owner,5,998,67.05,23.95
Mahindra Supro LX 8 Str,2018,400000,Diesel,50000,Individual,Manual,First Owner,8,909,45.00,23.50
Renault KWID 1.0 RXT Optional,2018,395000,Petrol,20000,Individual,Manual,First Owner,5,999,67.00,23.01
Ford Figo Aspire 1.5 TDCi Titanium,2018,372000,Diesel,50000,Individual,Manual,Fourth & Above Owner,5,1498,99.00,25.83
Maruti Wagon R VXI Optional,2018,400000,Petrol,17500,Individual,Manual,First Owner,5,998,67.04,20.51
Renault KWID 1.0 RXT Optional,2018,400000,Petrol,60000,Individual,Manual,First Owner,5,999,67.00,23.01
Renault KWID AMT,2018,400000,Petrol,25000,Individual,Automatic,First Owner,5,999,67.00,24.04
Renault KWID AMT,2018,400000,Petrol,30000,Individual,Automatic,Second Owner,5,999,67.00,24.04
Tata Tiago 1.2 Revotron XM,2018,390000,Petrol,25000,Individual,Manual,First Owner,5,1199,84.00,23.84
Datsun GO T Petrol,2018,400000,Petrol,10000,Individual,Manual,First Owner,5,1198,67.00,19.83
Renault KWID 1.0 RXT Optional,2018,409999,Petrol,35000,Individual,Manual,First Owner,5,999,67.00,23.01
Mahindra KUV 100 G80 K2,2018,400000,Petrol,15000,Individual,Manual,First Owner,6,1198,82.00,18.15
Tata Tigor 1.2 Revotron XT,2018,400000,Petrol,22000,Individual,Manual,First Owner,5,1199,84.00,20.30
Tata Tiago 1.2 Revotron XE,2018,400000,Petrol,20000,Individual,Manual,First Owner,5,1199,84.00,23.84
Tata Tiago 1.2 Revotron XZ,2018,400000,Petrol,40000,Individual,Manual,First Owner,5,1199,84.00,23.84
Maruti Wagon R AMT VXI,2018,420000,Petrol,35000,Individual,Automatic,First Owner,5,998,67.00,20.51
Tata Tiago 1.2 Revotron XT,2018,409999,Petrol,35000,Individual,Manual,Second Owner,5,1199,84.00,23.84
Maruti Wagon R VXI BS IV,2018,430000,Petrol,16589,Trustmark Dealer,Manual,First Owner,5,998,67.04,20.51
Maruti Wagon R LXI Optional,2018,430000,Petrol,14000,Individual,Manual,First Owner,5,998,67.04,20.51
Mahindra KUV 100 D75 K4 Plus,2018,420000,Diesel,31000,Individual,Manual,First Owner,6,1198,77.00,25.32
Maruti Wagon R VXI Optional,2018,432000,Petrol,30000,Individual,Manual,First Owner,5,998,67.04,20.51
Hyundai EON Sportz,2018,444000,Petrol,15000,Individual,Manual,First Owner,5,814,55.20,21.10
Maruti Wagon R VXI BS IV,2018,440000,Petrol,20000,Individual,Manual,First Owner,5,998,67.04,20.51
Maruti Wagon R VXI BS IV,2018,440000,Petrol,17000,Individual,Manual,First Owner,5,998,67.04,20.51
